M_1,M_2,mu,tan_beta,M_3,At,Ab,Atau,mA,mqL3,mtR,mbR,Final__CLs
-0.2531455676575051,-0.5209592474398078,-0.40456108571891164,-0.09200752841227693,-0.2785462742066543,-0.3658995606038935,1.2588529918309335,0.049672421221650755,0.5549786676847781,0.13151361483577217,0.8620754512629637,0.5035609121502879,0.45
0.6683529691040271,-1.5771866569182056,1.3829447921516536,-1.261387387254511,-0.028093532189762745,-0.3188266130245504,0.17939931308653642,0.979019019090168,-1.533544665312957,1.3081261233407546,1.2692329165824872,1.381932410065175,1.0
0.2884964590970122,-0.6778415663523047,0.4480107281974566,1.210738209084968,-1.7120148496983065,1.4361418002966153,-0.0908563953272044,0.12563647175105913,0.8006908179173605,0.24488186039903542,-0.006624108160577149,-0.5934285337017183,0.636
-0.3778449790350994,-0.49490988380414286,-0.23278149013184707,-1.3039769145952729,-0.8558781161525554,1.211421165217894,-1.6382216832666572,1.33781990927021,-0.7391215672405175,1.5448172928827617,-1.4850989870381022,0.7987767015385668,0.174
-0.6410535621226662,1.294799203499527,0.684160615775999,-0.43964104733877,-0.7484818057696354,0.7501887519147771,-1.5495938915814451,0.7124952260665386,0.08957004261078261,-0.9765455389024397,0.8642497932430614,1.329460562053104,0.981
0.9176097745013893,0.6995073260397099,0.3613976301845247,-1.771336957827387,0.4979001468148408,1.4646589359685083,0.9267198373558583,-0.030403136736449916,0.8741394876250049,-0.41543116287866555,-1.001221932905324,0.40886885433512055,0.109
-1.5333717790821928,0.1384659795160911,1.4082445169121778,-0.5611604959677959,0.022361253370715324,0.6399825748542272,0.880409084127478,1.1332230256221933,0.25897874623058964,0.07043066533444366,0.05833632874282854,1.2222937479689773,0.0
-1.426840981604692,-1.4496849589111156,-0.09046663891181225,1.7542516080255564,1.0356914035461215,0.844708518972856,1.7084887000160325,1.5346892151117042,-0.13880217121987734,0.9931418133459005,0.42224619464306135,-1.5603246540757965,0.205
-0.8223978034935681,-1.0936568904970543,1.5136577938723015,1.5479486056292302,-1.673906285783324,-1.5704728928455716,-0.020160506371203563,-1.569466614298751,-1.4985135999669923,-0.7740687058813641,0.8018888269393345,0.8560226306109912,1.0
-1.5721785429103783,1.5058703025179316,0.16240453501172408,0.21659579226674525,1.4665903569067933,0.8421949781094675,0.8212292792006894,-1.0220734908366824,-1.995003073595438,1.6973944334298454,1.2497285057557377,-0.09366313205195735,0.0
